I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE
6760,,2005,7,18,2,4,59.8,10,5.3,5.3,5.2,5.7,,,,,INDONESIA,,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48
6761,,2005,7,23,7,34,56.7,61,5.9,5.9,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,35.498,139.982
6762,,2005,7,24,15,42,6.2,16,7.2,7.2,7.5,6.6,,,,,INDIA,,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19
6764,,2005,7,26,4,8,37.1,13,5.6,5.6,5.2,5.7,,,,6,USA,MT,"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615
6765,,2005,7,30,21,45,    ,5,5.3,5.3,4.8,4.8,,,,,TURKEY,,"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089
6768,,2005,8,9,5,9,20.8,10,5.1,,,5.1,5,,,,IRAN,,IRAN:  FIRUZABAD,28.85,52.56
6770,,2005,8,14,2,39,40.3,11,5.8,5.8,,5.7,,,,,CHILE,,CHILE:  TARAPACA,-19.78,-68.98
6739,Tsu,2005,8,16,2,46,28.4,36,7.2,7.2,6.8,6.5,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.276,142.039
6775,,2005,9,9,7,26,43.7,90,7.7,7.7,,6.3,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474
6822,,2005,9,24,19,24,2.6,12,5.6,5.6,5,5.1,,,,,ETHIOPIA,,ETHIOPIA:  DABBAHU,12.471,40.634
6776,,2005,9,26,1,55,37.6,115,7.5,7.5,,6.7,,,,,PERU,,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398
6777,,2005,10,1,22,19,51.3,20,5.3,,,5.3,5.4,,,,PERU,,PERU:  MOQUEGUA,-16.635,-70.794
6778,,2005,10,8,3,50,40.8,26,7.6,7.6,7.7,6.9,,,,8,PAKISTAN,,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588
6779,,2005,10,20,21,40,4,10,5.9,5.9,5.7,5.5,,,,,TURKEY,,TURKEY:  IZMIR,38.152,26.751
6826,,2005,10,31,2,10,28.7,40,5.4,5.4,,5.4,,,,,PERU,,PERU:  N,-5.852,-78.704
6827,Tsu,2005,11,14,21,38,51.4,11,7,7,6.8,6.7,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.896
6828,,2005,11,26,0,49,37.6,10,5.2,5.2,4.9,5.4,,,,,CHINA,,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689
6829,,2005,11,27,10,22,19.1,10,6,6,5.8,6.1,,,,,IRAN,,"IRAN:  QESHM, ZIRANG",26.774,55.858
6830,,2005,12,5,12,19,56.6,22,6.8,6.8,7.2,6.4,,,,,CONGO,,CONGO:  KALEMIE,-6.224,29.83
6831,,2005,12,12,21,47,46,225,6.5,6.5,,6,,,,,AFGHANISTAN,,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",36.357,71.093
7252,,2005,12,14,7,9,54.1,44,5.3,,,5.3,,,,,INDIA,,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255
7222,,2006,1,8,11,34,55.6,66,6.7,6.7,,6.5,,,,,GREECE,,GREECE:  SOUTHERN,36.311,23.212
8956,,2006,1,27,16,58,53.6,397,7.6,7.6,,7,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-5.473,128.131
7223,,2006,2,14,0,55,25,30,5.3,5.3,4.8,5.4,,,,,INDIA,,INDIA:  SIKKIM,27.382,88.388
7225,,2006,2,22,22,19,7.8,11,7,7,7.5,6.5,,,,,MOZAMBIQUE,,MOZAMBIQUE,-21.324,33.583
7226,,2006,2,23,20,4,53.5,10,5.8,5.8,5.3,5.5,,,,,BHUTAN,,BHUTAN:  TASHIGANG,26.912,91.705
7227,,2006,2,28,7,31,2.6,18,6,6,6.2,5.8,,,,,IRAN,,IRAN:  SOUTHERN,28.12,56.865
7228,,2006,3,7,18,20,46.1,10,5.5,5.5,5.1,5.2,,,,,INDIA,,INDIA:  GUJARAT,23.777,70.899
7230,Tsu,2006,3,14,6,57,33.8,30,6.7,6.7,6.7,6.4,,,,,INDONESIA,,INDONESIA:  SERAM,-3.595,127.214
7232,,2006,3,25,7,28,57.6,18,5.9,5.9,5.5,5.7,,,,,IRAN,,IRAN:  SOUTHERN,27.574,55.685
7233,,2006,3,28,8,35,43.3,30,5,,,5,,,,,INDONESIA,,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224
7234,,2006,3,31,1,17,0.9,7,6.1,6.1,6,5.7,,,,,IRAN,,"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78
7236,,2006,4,1,10,2,19.5,9,6.2,6.2,6.1,6,,,,,TAIWAN,,TAIWAN:  T'AIT-TUNG,22.868,121.278
7238,,2006,4,6,17,59,16.4,10,5.5,5.5,5.2,5.5,,,,,INDIA,,INDIA:  GUJARAT,23.322,70.477
7239,,2006,4,11,0,2,41.5,18,5.5,5.5,5.1,5.1,,,,,GREECE,,GREECE:  ZAKYNTHOS,37.64,20.92
7240,,2006,4,19,2,5,42.9,33,5.7,5.7,5.7,5.2,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413
7241,,2006,4,20,23,25,2.1,22,7.6,7.6,7.6,6.8,,,,,RUSSIA,,RUSSIA:  KORYAKSKIY,60.949,167.089
7078,Tsu,2006,5,3,15,26,40.2,55,7.9,7.9,7.8,7.2,,,,7,TONGA,,TONGA ISLANDS,-20.187,-174.123
7244,,2006,5,12,8,16,56.5,17,5.5,5.5,4.9,5.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395
7245,,2006,5,26,22,53,58.9,13,6.3,6.3,6.2,6,,,,,INDONESIA,,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446
7246,,2006,6,3,7,15,35.6,5,5.1,,,,5.1,,,,IRAN,,IRAN:  SOUTHERN:  QESHM,26.759,55.843
7248,,2006,6,11,20,1,26.3,140,6.3,6.3,,5.9,,,,,JAPAN,,JAPAN:  KYUSHU,33.129,131.141
7181,Tsu,2006,7,17,8,19,25,34,7.7,7.7,7.2,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-9.254,107.411
7363,,2006,7,29,0,11,51.3,34,5.6,5.6,5.2,4.8,,,,,TAJIKISTAN,,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828
7364,,2006,8,5,14,3,43.7,22,5.6,5.6,5.2,5.7,,,,5,ARGENTINA,,ARGENTINA:  MENDOZA,-33.131,-68.707
7370,,2006,9,10,14,56,8.1,14,5.8,5.8,5.5,5.9,,,,,MEXICO,,GULF OF MEXICO,26.319,-86.606
7369,Tsu,2006,9,28,6,22,9.7,28,6.9,6.9,6.6,6.5,,,,4,SAMOA,,SAMOA ISLANDS,-16.592,-172.033
7408,,2006,9,29,13,8,26.1,53,6.1,6.1,5.4,5.9,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756
7409,,2006,9,29,18,23,5.9,52,5.5,5.5,4.8,5.3,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  GASPARILLO,10.814,-61.758
7368,Tsu,2006,10,15,17,7,49.2,39,6.7,6.7,6.6,6.2,,,,8,USA,HI,HAWAIIAN ISLANDS,19.878,-155.935
7410,,2006,10,20,10,48,56,23,6.7,6.7,6.6,5.9,,,,4,PERU,,PERU:  CENTRAL,-13.457,-76.677
7406,Tsu,2006,11,15,11,14,13.5,10,8.3,8.3,7.8,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.592,153.266
7419,,2006,11,24,6,33,26.4,31,5.2,,,5.2,,,,,INDONESIA,,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233
7414,,2006,11,29,1,32,17.9,39,6.2,6.2,5.9,5.9,,,,,INDONESIA,,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283
7420,,2006,12,1,14,1,47.5,43,6.3,6.3,6,5.9,,,,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777
7444,,2006,12,17,21,39,17.4,30,5.8,5.8,5.8,5.5,,,,,INDONESIA,,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859
7450,,2006,12,25,20,1,0.4,12,5.8,5.8,5.8,5.7,,,,,KYRGYZSTAN,,KYRGYZSTAN:  KOCHKOR,42.156,76.163
7413,Tsu,2006,12,26,12,26,21.1,10,7,7,7.3,6.4,,,,,TAIWAN,,TAIWAN:  PINGTUNG,21.799,120.547
7452,,2007,1,8,17,21,50.2,18,6,6,6,5.8,,,,,KYRGYZSTAN,,KYRGYZSTAN:  ISFARIA,39.803,70.311
7415,Tsu,2007,1,13,4,23,21.1,10,8.1,8.1,8.2,7.3,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.243,154.524
7455,,2007,1,21,7,38,57,3,5.1,,,5.1,5,,,,TURKEY,,TURKEY:  E,39.592,42.863
7456,,2007,1,21,11,27,45,22,7.5,7.5,7.3,6.7,,,,,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282
7463,,2007,2,21,11,5,29.2,10,5.7,5.7,5.5,5.7,5.9,,,,TURKEY,,"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267
7481,,2007,3,6,3,49,38.9,19,6.4,6.4,6.4,5.9,,,,8,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498
7482,,2007,3,6,13,5,12.1,43,5,,5,5,,,,,COLOMBIA,,"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495
7459,Tsu,2007,3,25,0,40,1.6,34,7.1,7.1,7,6.5,,,,,VANUATU,,VANUATU ISLANDS,-20.617,169.357
7448,Tsu,2007,3,25,0,41,57.8,8,6.7,6.7,6.8,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.336,136.588
7484,,2007,3,25,13,57,58.2,15,5.8,5.8,5.5,5.3,,,,6,GREECE,,"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42
7457,Tsu,2007,4,1,20,39,56.3,24,8.1,8.1,7.9,6.8,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.466,157.043
7501,,2007,4,13,5,42,23,34,6,6,5.8,5.9,,,,5,MEXICO,,"MEXICO:  GUERRERO, ATOYAC",17.302,-100.198
7465,Tsu,2007,4,21,17,53,46.3,37,6.2,6.2,6.3,6.1,,,,,CHILE,,CHILE:  SOUTHERN,-45.243,-72.648
7523,,2007,5,16,8,56,16.4,24,6.3,6.3,6.4,5.7,,,,,LAOS,,"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN",20.504,100.746
7524,,2007,5,29,9,36,5.6,24,6.1,6.1,5.8,6,,,,,INDONESIA,,INDONESIA: LABUHA,-1.065,127.343
7525,,2007,6,2,21,34,57.7,5,6.1,6.1,6.3,5.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052
7534,,2007,6,13,19,29,40.1,23,6.7,6.7,6.5,5.9,,,,,GUATEMALA,,GUATEMALA:  GUATEMALA CITY,13.554,-90.618
7535,,2007,6,18,14,29,48.2,5,5.5,5.5,5.1,5.3,,,,,IRAN,,IRAN:  QOM,34.437,50.833
7521,Tsu,2007,7,16,1,13,22,10,6.6,6.6,,,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.57,138.478
7595,,2007,7,20,10,6,52,10,5.6,5.6,5.3,5.5,,,,,CHINA,,CHINA:  XINJIANG:  TEKES,42.913,82.378
7597,,2007,7,21,22,44,13.5,10,5.2,5.2,5,5.6,,,,,TAJIKISTAN,,"TAJIKISTAN:  RASHT, ASHT",38.936,70.485
7599,,2007,7,26,5,40,16.1,25,6.9,6.9,6.8,6.4,,,,,INDONESIA,,INDONESIA:  MALUKU:  N,2.872,127.464
7600,,2007,8,1,17,8,51.4,120,7.2,7.2,,6.2,,,,,VANUATU,,VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68
7531,Tsu,2007,8,2,2,37,42.3,5,6.2,6.2,6.2,5.3,,,,,RUSSIA,,RUSSIA:  TATAR STRAIT,47.116,141.798
7532,Tsu,2007,8,2,3,21,42.8,21,6.7,6.7,6.6,6.3,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971
7533,,2007,8,8,17,4,58,289,7.5,7.5,,,,,,,INDONESIA,,INDONESIA:  JAVA,-5.968,107.655
7537,Tsu,2007,8,15,23,40,57.8,39,8,8,7.9,6.7,,,,8,PERU,,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603
7616,,2007,8,25,4,24,21.9,10,5,,,5,4.5,,,,IRAN,,"IRAN:  HADJI ABAD, ORZUIYEH",28.154,56.652
8136,Tsu,2007,9,2,1,5,18.1,35,7.2,7.2,7.3,5.9,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762
7695,,2007,9,10,1,49,14.2,31,6.8,6.8,6.7,6.1,,,,,COLOMBIA,,"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA",2.982,-77.967
7574,Tsu,2007,9,12,11,10,26.8,34,8.4,8.4,8.5,6.9,,,,,INDONESIA,,INDONESIA:  SUMATRA,-4.438,101.367
7575,,2007,9,12,23,49,3.7,35,7.9,7.9,8.1,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,-2.625,100.841
8957,,2007,9,28,13,38,57.8,260,7.5,7.5,,6.7,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.013,142.668
7594,Tsu,2007,9,30,5,23,34,10,7.4,7.4,,,,,,,NEW ZEALAND,,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954
7696,,2007,10,15,12,29,36,26,6.8,6.8,6.8,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583
7698,,2007,10,31,3,4,54.8,10,5.6,5.6,5.1,5.3,,,,,USA,CA,CALIFORNIA:  SAN JOSE,37.434,-121.774
7699,,2007,11,6,9,38,5.7,10,5.1,5.1,,5,,,,,INDIA,,INDIA:  GUJARAT,21.181,70.724
7700,,2007,11,7,4,12,38.6,72,5.1,,,5.1,,,,,PHILIPPINES,,PHILIPPINES:  BOHOL ISLAND:  MABINI,9.721,124.647
7701,,2007,11,7,7,10,21.9,29,5.1,,5.1,5.1,,,,,BANGLADESH,,"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.388
7634,Tsu,2007,11,14,15,40,50.5,40,7.7,7.7,7.4,6.7,,,,8,CHILE,,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89
7702,,2007,11,16,3,13,0.1,123,6.8,6.8,,6.3,,,,,ECUADOR,,PERU-ECUADOR:  GUAYAQUIL,-2.312,-77.838
7674,,2007,11,25,16,2,17.9,35,6.5,6.5,,6.2,6.3,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND,-8.277,118.339
7675,Tsu,2007,11,29,19,0,20.4,156,7.4,7.4,,6.9,,,,,MARTINIQUE,,MARTINIQUE,14.944,-61.274
7694,Tsu,2007,12,9,7,28,20.8,153,7.8,7.8,,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-25.996,-177.514
7723,,2007,12,15,18,22,27.1,25,5.9,5.9,5.7,5.5,6,,,,CHILE,,"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695
7724,,2007,12,20,7,55,15.8,20,6.6,6.6,6.5,6.3,6.9,,,7,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291
7725,,2007,12,20,9,48,29.9,10,5.7,5.7,5.6,5.2,5.7,,,,TURKEY,,"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212
7726,,2007,12,26,23,47,10.7,8,5.6,5.6,5.5,5.2,5.5,,,,TURKEY,,TURKEY:  CENTRAL:  ANKARA,39.446,33.162
7745,,2008,1,1,6,32,27.9,6,5.6,5.6,5.4,5.8,,,,,KYRGYZSTAN,,KYRGYZSTAN:  OSH,40.288,72.985
7746,,2008,1,5,1,56,45.4,66,5.6,5.6,,5.4,,,,,GUATEMALA,,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129,-91.479
7747,,2008,1,7,3,12,26.8,12,5.9,5.9,5.6,6,,,,,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012
7749,,2008,1,12,22,44,47.3,34,5,,,5,,,,,BANGLADESH,,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333
7750,,2008,1,22,17,14,57.9,20,6.1,6.1,,5.9,,,,,INDONESIA,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442
7764,,2008,2,3,7,34,12.1,10,5.9,5.9,5.8,6.1,,,,,CONGO,,CONGO:  BUKAVU,-2.296,28.9
7766,,2008,2,9,7,12,5.8,3,5.1,5.1,,5.1,5.5,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.456,-115.315
7769,,2008,2,15,10,36,19,10,5,,,5,5.3,,,,LEBANON,,LEBANON-SYRIA:  BAALBEC,33.327,35.305
7870,,2008,2,20,8,8,30.5,26,7.4,7.4,7.5,6.5,,,,,INDONESIA,,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964
7871,,2008,2,21,14,16,2.7,7,6,6,5.8,5.7,,,,8,USA,NV,NEVADA:  WELLS,41.153,-114.867
7743,Tsu,2008,2,25,8,36,33,25,6.5,6.5,6.6,6.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972
7875,,2008,3,20,22,32,57.9,10,7.2,7.2,7.3,6.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,35.49,81.467
7876,,2008,3,29,12,51,24.7,51,5.3,5.3,,5.4,,,,,PERU,,PERU:  OFF COAST,-12.178,-77.164
7800,Tsu,2008,4,9,12,46,12.7,33,7.3,7.3,7.3,6.3,,,,,NEW CALEDONIA,,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892
8127,,2008,4,15,3,3,4.6,33,6.1,6.1,5.8,5.6,,,,,GUATEMALA,,GUATEMALA,13.564,-90.599
7823,,2008,4,18,9,36,59.1,14,5.3,5.3,4.8,5.1,,,,,USA,,ILLINOIS:  WEST SALEM,38.452,-87.886
8128,,2008,4,26,6,40,10.6,1,5,5,4.8,4.8,4.7,,,,USA,,NEVADA:  FALLON,39.52,-119.93
8138,Tsu,2008,4,28,18,33,34.2,32,6.4,6.4,6.2,6.2,,,,,VANUATU,,VANUATU ISLANDS,-19.941,168.953
8130,,2008,5,7,16,45,20.2,39,6.8,6.8,6.7,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,36.158,141.521
7843,Tsu,2008,5,12,6,28,1.5,19,7.9,7.9,8.1,6.9,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,31.002,103.322
7879,,2008,5,24,19,20,42.4,9,5.6,5.6,,,,,,,COLOMBIA,,"COLOMBIA:  META, QUETAME",4.33,-73.764
7881,,2008,5,25,8,21,48.7,10,6,6,6,5.8,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.57,105.424
8123,,2008,5,26,15,1,33.6,13,5.6,5.6,5.2,5.3,,,,,COSTA RICA,,PANAMA-COSTA RICA,8.423,-82.968
8124,,2008,5,27,8,37,51.5,10,5.7,5.7,5.2,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.71,105.54
7880,,2008,5,29,15,46,0.4,10,6.3,6.3,6.2,6,,,,,ICELAND,,ICELAND: REYKJAVIK,64.004,-21.012
8125,,2008,6,6,20,2,56.8,4,5.5,5.5,5.3,5.5,,,,,ALGERIA,,ALGERIA:  ORAN,35.883,-0.658
7925,,2008,6,8,12,25,29.7,16,6.3,6.3,6.3,6.2,,,,,GREECE,,"GREECE:  ACHAIA, ILEIA",37.963,21.525
7907,,2008,6,13,23,43,45.3,8,6.9,6.9,7,6.5,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,39.03,140.881
8120,,2008,7,1,0,17,33.2,33,5.5,5.5,5,5.4,,,,,PERU,,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512
8121,,2008,7,3,23,10,2,10,5,5,4.2,4.9,,,,,IRAN,,IRAN:  NE:  KATKAN,35.5,58.8
8955,,2008,7,5,2,12,4.4,633,7.7,7.7,,6.8,,,,,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,53.882,152.886
8163,,2008,7,8,9,13,7.4,123,6.2,6.2,,5.8,,,,,PERU,,PERU:  AREQUIPA,-15.986,-71.748
7971,Tsu,2008,7,19,2,39,28.7,22,6.9,6.9,7,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214
8164,,2008,7,23,15,26,19.9,108,6.8,6.8,,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  N,39.802,141.464
8165,,2008,7,24,7,9,30,10,5.6,5.6,5.4,5.6,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.747,105.542
8166,,2008,7,29,18,42,15.7,15,5.4,5.4,5.5,5.5,,,,6,USA,CA,CALIFORNIA:  LOS ANGELES,33.953,-117.761
8167,,2008,8,1,8,32,43,7,5.7,5.7,5.6,5.9,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.036,104.722
8168,,2008,8,5,9,49,17.2,6,6,6,6,5.9,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.756,105.494
8169,,2008,8,11,7,19,26.4,13,5.2,5.2,4.5,5.1,,,,,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171
8170,,2008,8,15,10,25,16.5,10,6,6,5.6,5.8,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319
8171,,2008,8,19,21,35,17.2,46,5,,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.051,97.919
8172,,2008,8,21,12,24,29.5,1,6,6,5.9,5.6,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.044,97.684
8173,,2008,8,25,11,25,19.3,32,5.5,5.5,5.1,5.4,5.9,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851
8174,,2008,8,25,13,21,58.8,12,6.7,6.7,6.5,6.2,,,,8,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52
10114,Tsu,2008,8,26,8,7,8.5,10,5,,,5,,,,,ATLANTIC OCEAN,,ATLANTIC OCEAN:  SOUTH,-52.533,26.417
8175,,2008,8,27,1,35,32.1,16,6.2,6.2,6.2,5.8,,,,8,RUSSIA,,RUSSIA:  LAKE BAYKAL,51.607,104.158
8132,,2008,8,30,8,30,54,17,5.9,5.9,5.8,5.7,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,26.272,101.937
8185,,2008,9,9,3,7,27.5,25,5.4,,,5.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058
8133,,2008,9,10,11,0,34,12,6.1,6.1,6,6.1,,,,,IRAN,,IRAN:  HORMOZGAN PROVINCE,26.743,55.828
8134,Tsu,2008,9,11,0,20,50.9,25,6.8,6.8,7,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.892,143.754
8186,,2008,9,16,21,47,14.5,10,5,,,5,,,,,INDIA,,INDIA:  MAHARASHTRA,17.438,73.915
8160,,2008,10,5,15,52,49.4,27,6.6,6.6,6.9,6.4,,,,,KYRGYZSTAN,,KYRGYZSTAN: NURA,39.533,73.824
8161,,2008,10,6,8,30,45.5,12,6.3,6.3,6.2,6,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35
8162,,2008,10,11,9,6,10.7,16,5.7,5.7,5.5,5.6,,,,,RUSSIA,,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254
8177,,2008,10,28,23,9,57.6,15,6.4,6.4,6.6,6.3,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.639,67.351
8206,,2008,10,29,11,32,43.1,14,6.4,6.4,6.6,6.2,,,,,PAKISTAN,,PAKISTAN:  ZIARAT,30.598,67.455
8207,,2008,11,10,1,22,2.5,19,6.3,6.3,6.4,6.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.565,95.833
8191,Tsu,2008,11,16,17,2,32.7,30,7.3,7.3,7,6.5,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091
8192,,2008,11,19,6,11,20.7,32,6.1,6.1,5.9,5.9,,,,,PANAMA,,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967
8253,,2008,12,7,13,36,21.3,15,5.4,5.4,5.2,5.7,,,,,IRAN,,IRAN:  S,26.99,55.8
8257,,2008,12,29,3,37,41.7,158,5.8,5.8,,5.9,,,,,AFGHANISTAN,,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075
8204,Tsu,2009,1,3,19,43,50.6,17,7.6,7.6,7.5,6.6,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885
8211,Tsu,2009,1,3,22,33,40.2,23,7.3,7.3,7.4,6.7,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305
8210,,2009,1,8,19,21,35.6,14,6.1,6.1,6,5.7,,,,,COSTA RICA,,COSTA RICA:  LA PAZ,10.165,-84.197
8250,Tsu,2009,1,15,17,49,39,36,7.4,7.4,7.5,6.9,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.857,155.154
8251,Tsu,2009,2,11,17,34,50.8,22,7.2,7.2,7.2,6.6,,,,,INDONESIA,,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397
8278,,2009,2,20,3,48,48.2,10,5.4,5.4,,5.5,,,,,PAKISTAN,,PAKISTAN; INDIA:  KASHMIR,34.204,73.899
8279,,2009,2,20,10,2,29.1,17,5.5,,,5.5,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,40.657,78.692
8259,Tsu,2009,3,19,18,17,40.9,34,7.6,7.6,7.6,7,,,,,TONGA,,TONGA ISLANDS,-23.046,-174.659
8264,,2009,4,6,1,32,39,9,6.3,6.3,6.2,5.6,,,,,ITALY,,ITALY:  L'AQUILA,42.334,13.334
8277,,2009,4,7,17,47,37,15,5.5,5.5,5.4,5.4,,,,,ITALY,,ITALY:  L'AQUILA,42.275,13.464
8317,,2009,4,9,1,46,58.2,44,5.2,,,5.2,,,,,INDIA,,INDIA:  JAISALMER,27.143,70.749
8318,,2009,4,16,21,27,51.3,6,5.4,,,5.4,,,,,AFGHANISTAN,,AFGHANISTAN:  NANGARHAR,34.185,70.076
8380,,2009,5,19,17,35,0.6,2,5.7,5.7,5.3,5.7,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.292,37.744
